month,division,line,day_type,period,num_timepoints_passing_wait_assessment,num_sched_timepoints,wait assessment
2021-03-01,B DIVISION,C,2,peak,1390,1916,0.7254697
2021-03-01,B DIVISION,D,1,offpeak,12244,16212,0.755243
2021-03-01,B DIVISION,D,2,offpeak,2988,4031,0.7412553
2021-03-01,B DIVISION,D,1,peak,7420,10411,0.7127077
2021-03-01,B DIVISION,D,2,peak,1457,2053,0.70969313
2021-03-01,B DIVISION,E,2,offpeak,1030,1208,0.85264903
2021-03-01,B DIVISION,E,1,offpeak,14237,18959,0.7509362
2021-03-01,B DIVISION,E,2,peak,539,602,0.89534885
2021-03-01,B DIVISION,E,1,peak,10038,13824,0.72612846
2021-03-01,B DIVISION,F,2,offpeak,2484,3692,0.6728061
2021-03-01,B DIVISION,F,1,offpeak,19930,26852,0.7422166
2021-03-01,B DIVISION,F,2,peak,1195,1912,0.625
2021-03-01,B DIVISION,F,1,peak,10788,14199,0.7597718
2021-03-01,B DIVISION,G,2,offpeak,3028,3573,0.8474671
2021-03-01,B DIVISION,G,1,offpeak,11370,13747,0.82708955
2021-03-01,B DIVISION,G,2,peak,1649,1857,0.88799137
2021-03-01,B DIVISION,G,1,peak,6468,8315,0.7778713
2021-03-01,B DIVISION,JZ,1,offpeak,10682,12529,0.85258204
2021-03-01,B DIVISION,JZ,2,offpeak,2688,3385,0.7940916
2021-03-01,B DIVISION,JZ,1,peak,6983,9021,0.7740827
2021-03-01,B DIVISION,JZ,2,peak,1507,1841,0.8185769
2021-03-01,B DIVISION,L,1,offpeak,22217,27830,0.7983112
2021-03-01,B DIVISION,L,2,offpeak,3797,4469,0.8496308
2021-03-01,B DIVISION,L,1,peak,12420,16733,0.74224585
2021-03-01,B DIVISION,L,2,peak,1860,2268,0.8201058
2021-03-01,B DIVISION,M,1,offpeak,12668,15904,0.7965292
2021-03-01,B DIVISION,M,2,offpeak,1456,1612,0.9032258
2021-03-01,B DIVISION,M,2,peak,806,878,0.91799545
2021-03-01,B DIVISION,M,1,peak,8919,12082,0.7382056
2021-03-01,B DIVISION,N,2,offpeak,3812,4966,0.7676198
2021-03-01,B DIVISION,N,1,offpeak,14159,18558,0.76295936
2021-03-01,B DIVISION,N,1,peak,8646,12099,0.7146045
2021-03-01,B DIVISION,N,2,peak,2014,2509,0.80271024
2021-03-01,B DIVISION,Q,2,offpeak,2896,3568,0.8116592
2021-03-01,B DIVISION,Q,1,offpeak,11515,15221,0.75652057
2021-03-01,B DIVISION,Q,1,peak,6626,9063,0.7311045
2021-03-01,B DIVISION,Q,2,peak,1513,1876,0.8065032
2021-03-01,B DIVISION,R,2,offpeak,4309,5331,0.80829114
2021-03-01,B DIVISION,R,1,offpeak,17304,22444,0.77098554
2021-03-01,B DIVISION,R,2,peak,2352,2795,0.84150267
2021-03-01,B DIVISION,R,1,peak,11181,15530,0.71996135
2021-03-01,A DIVISION,S 42nd,2,offpeak,1290,1298,0.9938367
2021-03-01,A DIVISION,S 42nd,1,offpeak,6489,6697,0.96894133
2021-03-01,A DIVISION,S 42nd,2,peak,704,707,0.99575675
2021-03-01,A DIVISION,S 42nd,1,peak,4558,4646,0.98105896
2021-03-01,B DIVISION,S Fkln,1,offpeak,2554,2588,0.9868624
2021-03-01,B DIVISION,S Fkln,2,offpeak,781,794,0.9836272
2021-03-01,B DIVISION,S Fkln,1,peak,1497,1508,0.9927056
2021-03-01,B DIVISION,S Fkln,2,peak,431,434,0.99308753
2021-03-01,B DIVISION,S Rock,1,offpeak,1458,1533,0.9510763
2021-03-01,B DIVISION,S Rock,1,peak,903,961,0.9396462
2021-03-01,B DIVISION,W,1,offpeak,8045,10046,0.80081624
2021-03-01,B DIVISION,W,1,peak,4743,6716,0.70622396
2021-02-01,A DIVISION,1,1,offpeak,15812,21911,0.72164667
2021-02-01,A DIVISION,1,2,offpeak,4406,6012,0.7328676
2021-02-01,A DIVISION,1,1,peak,10284,15345,0.67018574
2021-02-01,A DIVISION,1,2,peak,2184,2947,0.7410926
2021-02-01,A DIVISION,2,1,offpeak,15974,25459,0.6274402
2021-02-01,A DIVISION,2,2,offpeak,5622,8669,0.6485177
2021-02-01,A DIVISION,2,1,peak,9618,16457,0.5844322
2021-02-01,A DIVISION,2,2,peak,2952,4648,0.63511187
2021-02-01,A DIVISION,3,1,offpeak,13059,20599,0.6339628
2021-02-01,A DIVISION,3,2,offpeak,4149,6198,0.6694095
2021-02-01,A DIVISION,3,1,peak,8468,13547,0.625083
2021-02-01,A DIVISION,3,2,peak,2392,3136,0.7627551
2021-02-01,A DIVISION,4,1,offpeak,18623,28162,0.66128117
2021-02-01,A DIVISION,4,2,offpeak,5194,7895,0.6578847
2021-02-01,A DIVISION,4,1,peak,12382,20691,0.59842443
2021-02-01,A DIVISION,4,2,peak,2915,4316,0.6753939
2021-02-01,A DIVISION,5,1,offpeak,13747,21416,0.6419032
2021-02-01,A DIVISION,5,2,offpeak,3126,4159,0.751623
2021-02-01,A DIVISION,5,1,peak,10344,17810,0.5807973
2021-02-01,A DIVISION,5,2,peak,1795,2275,0.789011
2021-02-01,A DIVISION,6,1,offpeak,19241,27176,0.7080144
2021-02-01,A DIVISION,6,2,offpeak,4046,6275,0.6447809
2021-02-01,A DIVISION,6,1,peak,12183,18035,0.6755198
2021-02-01,A DIVISION,6,2,peak,2042,3304,0.6180387
2021-02-01,A DIVISION,7,1,offpeak,11933,16656,0.71643853
2021-02-01,A DIVISION,7,2,offpeak,3360,3971,0.8461345
2021-02-01,A DIVISION,7,1,peak,9662,14249,0.67808264
2021-02-01,A DIVISION,7,2,peak,2017,2442,0.8259623
2021-02-01,B DIVISION,A,1,offpeak,11996,18690,0.6418406
2021-02-01,B DIVISION,A,2,offpeak,4378,6258,0.69958454
2021-02-01,B DIVISION,A,1,peak,7629,13405,0.569116
2021-02-01,B DIVISION,A,2,peak,2383,3249,0.73345643
2021-02-01,B DIVISION,B,1,offpeak,5645,7644,0.7384877
2021-02-01,B DIVISION,B,1,peak,4539,7263,0.6249484
2021-02-01,B DIVISION,C,1,offpeak,6817,9109,0.7483807
2021-02-01,B DIVISION,C,2,offpeak,2785,3869,0.71982425
2021-02-01,B DIVISION,C,1,peak,3782,5285,0.7156102
2021-02-01,B DIVISION,C,2,peak,1603,2179,0.7356586
2021-02-01,B DIVISION,D,1,offpeak,9084,13217,0.6872967
2021-02-01,B DIVISION,D,2,offpeak,3418,4604,0.7423979
2021-02-01,B DIVISION,D,1,peak,5540,8488,0.6526861
2021-02-01,B DIVISION,D,2,peak,1758,2358,0.74554706
2021-02-01,B DIVISION,E,1,offpeak,10562,15209,0.69445723
2021-02-01,B DIVISION,E,2,offpeak,1134,1367,0.8295538
2021-02-01,B DIVISION,E,2,peak,564,682,0.82697946
2021-02-01,B DIVISION,E,1,peak,7883,11368,0.6934377
2021-02-01,B DIVISION,F,2,offpeak,3592,5098,0.70459
2021-02-01,B DIVISION,F,1,offpeak,15690,22059,0.7112743
2021-02-01,B DIVISION,F,2,peak,1802,2623,0.6869996
2021-02-01,B DIVISION,F,1,peak,8791,11655,0.7542685
2021-02-01,B DIVISION,G,2,offpeak,2253,2724,0.8270925
2021-02-01,B DIVISION,G,1,offpeak,8610,11175,0.7704698
2021-02-01,B DIVISION,G,2,peak,1220,1427,0.8549404
2021-02-01,B DIVISION,G,1,peak,5134,6864,0.7479604
2021-02-01,B DIVISION,JZ,2,offpeak,3046,3825,0.79633987
2021-02-01,B DIVISION,JZ,1,offpeak,8126,10343,0.78565216
2021-02-01,B DIVISION,JZ,2,peak,1572,2072,0.75868726
2021-02-01,B DIVISION,JZ,1,peak,5516,7437,0.7416969
2021-02-01,B DIVISION,L,2,offpeak,4272,5156,0.82854927
2021-02-01,B DIVISION,L,1,offpeak,16226,22953,0.7069228
2021-02-01,B DIVISION,L,2,peak,2271,2628,0.86415523
2021-02-01,B DIVISION,L,1,peak,9206,13803,0.6669565
2021-02-01,B DIVISION,M,2,offpeak,1501,1638,0.9163614
2021-02-01,B DIVISION,M,1,offpeak,9544,12801,0.7455667
2021-02-01,B DIVISION,M,1,peak,6758,9754,0.692844
2021-02-01,B DIVISION,M,2,peak,740,855,0.86549705
2021-02-01,B DIVISION,N,2,offpeak,4046,5587,0.7241811
2021-02-01,B DIVISION,N,1,offpeak,10591,15298,0.6923127
2021-02-01,B DIVISION,N,2,peak,1933,2818,0.6859475
2021-02-01,B DIVISION,N,1,peak,6083,9942,0.6118487
2021-02-01,B DIVISION,Q,1,offpeak,8333,12099,0.6887346
2021-02-01,B DIVISION,Q,2,offpeak,3068,4165,0.73661464
2021-02-01,B DIVISION,Q,1,peak,4580,7235,0.6330339
2021-02-01,B DIVISION,Q,2,peak,1615,2164,0.74630314
2021-02-01,B DIVISION,R,1,offpeak,12984,18328,0.70842427
2021-02-01,B DIVISION,R,2,offpeak,4918,6131,0.802153
2021-02-01,B DIVISION,R,1,peak,8584,12671,0.67745245
2021-02-01,B DIVISION,R,2,peak,2725,3282,0.8302864
2021-02-01,A DIVISION,S 42nd,2,offpeak,1151,1208,0.9528146
2021-02-01,A DIVISION,S 42nd,1,offpeak,2777,2916,0.95233196
2021-02-01,A DIVISION,S 42nd,2,peak,639,685,0.9328467
2021-02-01,A DIVISION,S 42nd,1,peak,1947,2020,0.9638614
2021-02-01,B DIVISION,S Fkln,1,offpeak,2178,2216,0.982852
2021-02-01,B DIVISION,S Fkln,2,offpeak,869,878,0.98974943
2021-02-01,B DIVISION,S Fkln,1,peak,1251,1285,0.97354084
2021-02-01,B DIVISION,S Fkln,2,peak,473,476,0.99369746
2021-02-01,B DIVISION,S Rock,1,offpeak,1337,1402,0.95363766
2021-02-01,B DIVISION,S Rock,2,offpeak,584,605,0.96528924
2021-02-01,B DIVISION,S Rock,1,peak,736,787,0.93519694
2021-02-01,B DIVISION,S Rock,2,peak,300,328,0.91463417
2021-02-01,B DIVISION,W,1,offpeak,5702,7795,0.73149455
2021-02-01,B DIVISION,W,2,offpeak,382,566,0.6749117
2021-02-01,B DIVISION,W,1,peak,3405,5365,0.6346691
2021-02-01,B DIVISION,W,2,peak,234,355,0.65915495
2021-01-01,A DIVISION,1,1,offpeak,19106,23082,0.82774454
2021-01-01,A DIVISION,1,2,offpeak,5705,6708,0.85047704
2021-01-01,A DIVISION,1,1,peak,12954,16180,0.80061805
2021-01-01,A DIVISION,1,2,peak,2890,3255,0.8878648
2021-01-01,A DIVISION,2,1,offpeak,18492,26880,0.68794644
2021-01-01,A DIVISION,2,2,offpeak,7546,11454,0.6588091
2021-01-01,A DIVISION,2,1,peak,11833,17480,0.6769451
2021-01-01,A DIVISION,2,2,peak,3974,6185,0.6425222
2021-01-01,A DIVISION,3,1,offpeak,15381,21360,0.72008425
2021-01-01,A DIVISION,3,2,offpeak,5813,7729,0.7521025
2021-01-01,A DIVISION,3,1,peak,10233,14260,0.71760166
2021-01-01,A DIVISION,3,2,peak,3106,3900,0.79641026
2021-01-01,A DIVISION,4,1,offpeak,22185,29568,0.7503044
2021-01-01,A DIVISION,4,2,offpeak,6954,10264,0.67751366
2021-01-01,A DIVISION,4,1,peak,14518,21780,0.66657484
2021-01-01,A DIVISION,4,2,peak,4037,5596,0.7214081
2021-01-01,A DIVISION,5,1,offpeak,16228,22635,0.7169428
2021-01-01,A DIVISION,5,2,offpeak,4009,5195,0.77170354
2021-01-01,A DIVISION,5,1,peak,12218,18703,0.65326416
2021-01-01,A DIVISION,5,2,peak,2278,2820,0.8078014
2021-01-01,A DIVISION,6,1,offpeak,22527,28461,0.79150414
2021-01-01,A DIVISION,6,2,offpeak,5715,7836,0.7293262
2021-01-01,A DIVISION,6,1,peak,14882,19011,0.78281
2021-01-01,A DIVISION,6,2,peak,3165,4115,0.7691373
2021-01-01,A DIVISION,7,1,offpeak,13544,17249,0.78520495
2021-01-01,A DIVISION,7,2,offpeak,3622,4034,0.8978681
2021-01-01,A DIVISION,7,1,peak,11548,15508,0.7446479
2021-01-01,A DIVISION,7,2,peak,2050,2304,0.8897569
2021-01-01,B DIVISION,A,1,offpeak,14649,19926,0.7351701
2021-01-01,B DIVISION,A,2,offpeak,5560,7768,0.71575695
2021-01-01,B DIVISION,A,1,peak,9747,14235,0.68472075
2021-01-01,B DIVISION,A,2,peak,3041,4040,0.7527228
2021-01-01,B DIVISION,B,1,offpeak,7084,8756,0.80904526
2021-01-01,B DIVISION,B,1,peak,5895,7882,0.7479066
2021-01-01,B DIVISION,C,1,offpeak,8437,9844,0.85707027
2021-01-01,B DIVISION,C,2,offpeak,3630,4787,0.75830376
2021-01-01,B DIVISION,C,1,peak,4894,5670,0.86313933
2021-01-01,B DIVISION,C,2,peak,2134,2717,0.7854251
2021-01-01,B DIVISION,D,2,offpeak,4651,5777,0.8050892
2021-01-01,B DIVISION,D,1,offpeak,10983,14155,0.77590954
2021-01-01,B DIVISION,D,1,peak,6737,9094,0.74081814
2021-01-01,B DIVISION,D,2,peak,2516,2981,0.8440121
2021-01-01,B DIVISION,E,1,offpeak,11470,16021,0.71593535
2021-01-01,B DIVISION,E,2,offpeak,1516,1706,0.88862836
2021-01-01,B DIVISION,E,2,peak,782,865,0.90404624
2021-01-01,B DIVISION,E,1,peak,8391,12001,0.69919175
2021-01-01,B DIVISION,F,1,offpeak,17298,22931,0.75435
2021-01-01,B DIVISION,F,2,offpeak,3984,4744,0.8397976
2021-01-01,B DIVISION,F,2,peak,1982,2389,0.82963586
2021-01-01,B DIVISION,F,1,peak,9733,12220,0.7964812
2021-01-01,B DIVISION,G,1,offpeak,10095,11905,0.84796304
2021-01-01,B DIVISION,G,2,offpeak,4425,5029,0.8798966
2021-01-01,B DIVISION,G,1,peak,6075,7197,0.8441017
2021-01-01,B DIVISION,G,2,peak,2399,2629,0.91251427
2021-01-01,B DIVISION,JZ,1,offpeak,9614,10979,0.87567174
2021-01-01,B DIVISION,JZ,2,offpeak,4138,4814,0.8595762
2021-01-01,B DIVISION,JZ,1,peak,6530,7862,0.83057743
2021-01-01,B DIVISION,JZ,2,peak,2299,2592,0.88695985
2021-01-01,B DIVISION,L,1,offpeak,19530,24203,0.80692476
2021-01-01,B DIVISION,L,2,offpeak,8104,10018,0.8089439
2021-01-01,B DIVISION,L,1,peak,11363,14551,0.7809085
2021-01-01,B DIVISION,L,2,peak,4149,5130,0.8087719
2021-01-01,B DIVISION,M,2,offpeak,1339,1404,0.9537037
2021-01-01,B DIVISION,M,1,offpeak,10702,13691,0.7816814
2021-01-01,B DIVISION,M,2,peak,630,650,0.9692308
2021-01-01,B DIVISION,M,1,peak,7450,10388,0.71717364
2021-01-01,B DIVISION,N,2,offpeak,5306,6960,0.76235634
2021-01-01,B DIVISION,N,1,offpeak,12049,16098,0.74847806
2021-01-01,B DIVISION,N,1,peak,7787,10468,0.7438861
2021-01-01,B DIVISION,N,2,peak,2835,3566,0.7950084
2021-01-01,B DIVISION,Q,1,offpeak,10200,13015,0.7837111
2021-01-01,B DIVISION,Q,2,offpeak,4720,5888,0.80163044
2021-01-01,B DIVISION,Q,2,peak,2390,3057,0.78181225
2021-01-01,B DIVISION,Q,1,peak,5929,7790,0.761104
2021-01-01,B DIVISION,R,1,offpeak,14804,19361,0.7646299
2021-01-01,B DIVISION,R,2,offpeak,6177,7633,0.80924934
2021-01-01,B DIVISION,R,1,peak,9605,13361,0.71888334
2021-01-01,B DIVISION,R,2,peak,3361,3979,0.8446846
2021-01-01,A DIVISION,S 42nd,2,offpeak,1859,2035,0.91351354
2021-01-01,A DIVISION,S 42nd,2,peak,1105,1236,0.8940129
2021-01-01,B DIVISION,S Fkln,1,offpeak,2453,2469,0.99351966
2021-01-01,B DIVISION,S Fkln,2,offpeak,1085,1127,0.9627329
2021-01-01,B DIVISION,S Fkln,2,peak,555,608,0.9128289
2021-01-01,B DIVISION,S Fkln,1,peak,1414,1430,0.9888112
2021-01-01,B DIVISION,S Rock,1,offpeak,1643,1709,0.9613809
2021-01-01,B DIVISION,S Rock,2,offpeak,733,746,0.98257375
2021-01-01,B DIVISION,S Rock,1,peak,837,870,0.962069
2021-01-01,B DIVISION,S Rock,2,peak,408,413,0.98789346
2021-01-01,B DIVISION,W,1,offpeak,6659,8560,0.77792054
2021-01-01,B DIVISION,W,2,offpeak,831,1088,0.7637868
2021-01-01,B DIVISION,W,1,peak,4492,5770,0.77850956
2021-01-01,B DIVISION,W,2,peak,617,734,0.8405995
2020-12-01,A DIVISION,1,1,offpeak,22698,28798,0.78817976
2020-12-01,A DIVISION,1,2,offpeak,3587,4975,0.721005
2020-12-01,A DIVISION,1,1,peak,14133,18591,0.7602066
2020-12-01,A DIVISION,1,2,peak,1879,2440,0.770082
2020-12-01,A DIVISION,2,1,offpeak,21057,31378,0.6710753
2020-12-01,A DIVISION,2,2,offpeak,3502,5529,0.63338757
2020-12-01,A DIVISION,2,1,peak,13442,20079,0.66945565
2020-12-01,A DIVISION,2,2,peak,1899,2954,0.64285713
2020-12-01,A DIVISION,3,1,offpeak,17489,25320,0.69071877
2020-12-01,A DIVISION,3,2,offpeak,1932,2751,0.70229006
2020-12-01,A DIVISION,3,1,peak,11142,16447,0.67744875
2020-12-01,A DIVISION,3,2,peak,948,1377,0.68845314
2020-12-01,A DIVISION,4,2,offpeak,4270,6275,0.6804781
2020-12-01,A DIVISION,4,1,offpeak,24672,34870,0.7075423
2020-12-01,A DIVISION,4,1,peak,16602,25234,0.65792185
2020-12-01,A DIVISION,4,2,peak,2453,3436,0.71391153
2020-12-01,A DIVISION,5,1,offpeak,17916,25401,0.70532656
2020-12-01,A DIVISION,5,2,offpeak,2253,3044,0.74014455
2020-12-01,A DIVISION,5,2,peak,1273,1603,0.794136
2020-12-01,A DIVISION,5,1,peak,13581,20909,0.6495289
2020-12-01,A DIVISION,6,2,offpeak,3413,4564,0.74780893
2020-12-01,A DIVISION,6,1,offpeak,23634,32621,0.7245026
2020-12-01,A DIVISION,6,2,peak,1781,2385,0.74675053
2020-12-01,A DIVISION,6,1,peak,15518,21619,0.71779454
2020-12-01,A DIVISION,7,1,offpeak,15203,20157,0.7542293
2020-12-01,A DIVISION,7,2,offpeak,4003,5209,0.7684776
2020-12-01,A DIVISION,7,1,peak,12419,17190,0.7224549
2020-12-01,A DIVISION,7,2,peak,2608,3434,0.7594642
2020-12-01,B DIVISION,A,1,offpeak,14941,21728,0.68763804
2020-12-01,B DIVISION,A,2,offpeak,4493,5844,0.7688227
2020-12-01,B DIVISION,A,1,peak,10213,15677,0.6514639
2020-12-01,B DIVISION,A,2,peak,2312,3043,0.75977653
2020-12-01,B DIVISION,B,1,offpeak,7314,9360,0.7814103
2020-12-01,B DIVISION,B,1,peak,5916,8609,0.68718785
2020-12-01,B DIVISION,C,1,offpeak,8640,10828,0.7979313
2020-12-01,B DIVISION,C,2,offpeak,2929,3557,0.82344675
2020-12-01,B DIVISION,C,1,peak,5097,6288,0.8105916
2020-12-01,B DIVISION,C,2,peak,1628,1958,0.83146065
2020-12-01,B DIVISION,D,1,offpeak,11457,15519,0.73825634
2020-12-01,B DIVISION,D,2,offpeak,3667,4616,0.79441077
2020-12-01,B DIVISION,D,1,peak,7080,9954,0.7112718
2020-12-01,B DIVISION,D,2,peak,1942,2382,0.8152813
2020-12-01,B DIVISION,E,2,offpeak,1892,2185,0.8659039
2020-12-01,B DIVISION,E,1,offpeak,12205,16596,0.7354182
2020-12-01,B DIVISION,E,2,peak,997,1092,0.9130037
2020-12-01,B DIVISION,E,1,peak,8447,11697,0.722151
2020-12-01,B DIVISION,F,1,offpeak,19501,26397,0.7387582
2020-12-01,B DIVISION,F,2,offpeak,4140,4781,0.86592764
2020-12-01,B DIVISION,F,2,peak,2030,2368,0.8572635
2020-12-01,B DIVISION,F,1,peak,10455,13614,0.7679595
2020-12-01,B DIVISION,G,2,offpeak,3489,4047,0.8621201
2020-12-01,B DIVISION,G,1,offpeak,10528,12818,0.821345
2020-12-01,B DIVISION,G,2,peak,1771,2078,0.8522618
2020-12-01,B DIVISION,G,1,peak,6462,7922,0.8157031
2020-12-01,B DIVISION,JZ,2,offpeak,3325,3828,0.8685998
2020-12-01,B DIVISION,JZ,1,offpeak,10128,11958,0.84696436
2020-12-01,B DIVISION,JZ,2,peak,1739,2073,0.83888084
2020-12-01,B DIVISION,JZ,1,peak,6732,8633,0.77979845
2020-12-01,B DIVISION,L,2,offpeak,6105,7763,0.7864228
2020-12-01,B DIVISION,L,1,offpeak,20186,26118,0.7728769
2020-12-01,B DIVISION,L,1,peak,12358,15984,0.7731481
2020-12-01,B DIVISION,L,2,peak,3119,3982,0.7832747
2020-12-01,B DIVISION,M,1,offpeak,10895,13509,0.80649936
2020-12-01,B DIVISION,M,2,offpeak,1290,1401,0.9207709
2020-12-01,B DIVISION,M,1,peak,7782,10070,0.7727905
2020-12-01,B DIVISION,M,2,peak,675,748,0.9024064
2020-12-01,B DIVISION,N,1,offpeak,12892,17696,0.72852623
2020-12-01,B DIVISION,N,2,offpeak,4306,5551,0.77571607
2020-12-01,B DIVISION,N,1,peak,7769,11509,0.6750369
2020-12-01,B DIVISION,N,2,peak,2258,2802,0.80585295
2020-12-01,B DIVISION,Q,2,offpeak,3742,4744,0.7887858
2020-12-01,B DIVISION,Q,1,offpeak,10491,14390,0.72904795
2020-12-01,B DIVISION,Q,2,peak,1970,2460,0.800813
2020-12-01,B DIVISION,Q,1,peak,5877,8481,0.69296074
2020-12-01,B DIVISION,R,2,offpeak,4714,5975,0.78895396
2020-12-01,B DIVISION,R,1,offpeak,15701,20858,0.7527567
2020-12-01,B DIVISION,R,1,peak,10467,14349,0.7294585
2020-12-01,B DIVISION,R,2,peak,2576,3111,0.8280296
2020-12-01,A DIVISION,S 42nd,1,offpeak,6441,6970,0.9241033
2020-12-01,A DIVISION,S 42nd,2,offpeak,1235,1278,0.96635365
2020-12-01,A DIVISION,S 42nd,2,peak,739,744,0.9932796
2020-12-01,A DIVISION,S 42nd,1,peak,4253,4692,0.9064365
2020-12-01,B DIVISION,S Fkln,1,offpeak,2590,2628,0.98554033
2020-12-01,B DIVISION,S Fkln,2,offpeak,867,875,0.9908571
2020-12-01,B DIVISION,S Fkln,2,peak,472,477,0.9895178
2020-12-01,B DIVISION,S Fkln,1,peak,1500,1530,0.98039216
2020-12-01,B DIVISION,S Rock,1,offpeak,1467,1560,0.9403846
2020-12-01,B DIVISION,S Rock,2,offpeak,293,302,0.9701987
2020-12-01,B DIVISION,S Rock,1,peak,878,921,0.9533116
2020-12-01,B DIVISION,S Rock,2,peak,160,162,0.9876543
2020-12-01,B DIVISION,W,1,offpeak,7177,9361,0.76669157
2020-12-01,B DIVISION,W,1,peak,4565,6322,0.7220816
2020-11-01,A DIVISION,1,1,offpeak,20956,25029,0.83726877
2020-11-01,A DIVISION,1,2,offpeak,4954,7441,0.6657707
2020-11-01,A DIVISION,1,1,peak,12977,16180,0.80203956
2020-11-01,A DIVISION,1,2,peak,2789,3618,0.7708679
2020-11-01,A DIVISION,2,1,offpeak,18386,26882,0.6839521
2020-11-01,A DIVISION,2,2,offpeak,5441,7706,0.70607316
2020-11-01,A DIVISION,2,1,peak,11848,17480,0.6778032
2020-11-01,A DIVISION,2,2,peak,2833,3948,0.71757853
2020-11-01,A DIVISION,3,1,offpeak,15786,21732,0.72639424
2020-11-01,A DIVISION,3,2,offpeak,4758,6919,0.6876716
2020-11-01,A DIVISION,3,1,peak,10177,14260,0.7136746
2020-11-01,A DIVISION,3,2,peak,2669,3442,0.77542126
2020-11-01,A DIVISION,4,1,offpeak,22353,29641,0.75412434
2020-11-01,A DIVISION,4,2,offpeak,6614,9837,0.67235947
2020-11-01,A DIVISION,4,2,peak,3674,5361,0.6853199
2020-11-01,A DIVISION,4,1,peak,15048,21780,0.6909091
2020-11-01,A DIVISION,5,1,offpeak,16217,22527,0.71989167
2020-11-01,A DIVISION,5,2,offpeak,2053,2306,0.8902862
2020-11-01,A DIVISION,5,2,peak,1014,1179,0.8600509
2020-11-01,A DIVISION,5,1,peak,12480,18728,0.6663819
2020-11-01,A DIVISION,6,1,offpeak,21038,27817,0.7563001
2020-11-01,A DIVISION,6,2,offpeak,4666,7080,0.65903956
2020-11-01,A DIVISION,6,1,peak,14278,18976,0.7524241
2020-11-01,A DIVISION,6,2,peak,2543,3678,0.6914084
2020-11-01,A DIVISION,7,1,offpeak,14886,18210,0.8174629
2020-11-01,A DIVISION,7,2,offpeak,3730,4698,0.79395485
2020-11-01,A DIVISION,7,1,peak,11885,15026,0.79096234
2020-11-01,A DIVISION,7,2,peak,2287,2963,0.77185285
2020-11-01,B DIVISION,A,1,offpeak,13671,19524,0.7002151
2020-11-01,B DIVISION,A,2,offpeak,5110,7141,0.71558607
2020-11-01,B DIVISION,A,1,peak,9336,14456,0.6458218
2020-11-01,B DIVISION,A,2,peak,2638,3688,0.7152929
2020-11-01,B DIVISION,B,1,offpeak,6619,8773,0.7544739
2020-11-01,B DIVISION,B,1,peak,5421,7868,0.6889934
2020-11-01,B DIVISION,C,1,offpeak,7570,9162,0.8262388
2020-11-01,B DIVISION,C,2,offpeak,3115,4269,0.7296791
2020-11-01,B DIVISION,C,1,peak,4602,5715,0.80524933
2020-11-01,B DIVISION,C,2,peak,1836,2403,0.76404494
2020-11-01,B DIVISION,D,1,offpeak,10251,13963,0.7341545
2020-11-01,B DIVISION,D,2,offpeak,2657,3640,0.72994506
2020-11-01,B DIVISION,D,1,peak,6499,9093,0.7147256
2020-11-01,B DIVISION,D,2,peak,1475,1896,0.77795357
2020-11-01,B DIVISION,E,1,offpeak,9936,12693,0.78279364
2020-11-01,B DIVISION,E,2,offpeak,2228,2787,0.7994259
2020-11-01,B DIVISION,E,2,peak,1180,1418,0.83215797
2020-11-01,B DIVISION,E,1,peak,7291,10490,0.6950429
2020-11-01,B DIVISION,F,2,offpeak,3995,5270,0.7580645
2020-11-01,B DIVISION,F,1,offpeak,17351,23074,0.7519719
2020-11-01,B DIVISION,F,2,peak,2055,2626,0.78255904
2020-11-01,B DIVISION,F,1,peak,9150,11734,0.7797852
2020-11-01,B DIVISION,G,2,offpeak,3837,4537,0.845713
2020-11-01,B DIVISION,G,1,offpeak,9776,11987,0.8155502
2020-11-01,B DIVISION,G,2,peak,2037,2347,0.86791646
2020-11-01,B DIVISION,G,1,peak,5549,7250,0.7653793
2020-11-01,B DIVISION,JZ,2,offpeak,3326,3954,0.84117347
2020-11-01,B DIVISION,JZ,1,offpeak,9375,10931,0.85765254
2020-11-01,B DIVISION,JZ,1,peak,6300,7852,0.80234337
2020-11-01,B DIVISION,JZ,2,peak,1809,2116,0.85491496
2020-11-01,B DIVISION,L,1,offpeak,18762,23694,0.79184604
2020-11-01,B DIVISION,L,2,offpeak,7001,8932,0.78381103
2020-11-01,B DIVISION,L,1,peak,11089,14548,0.76223534
2020-11-01,B DIVISION,L,2,peak,3679,4501,0.81737393
2020-11-01,B DIVISION,M,1,offpeak,10909,13720,0.7951166
2020-11-01,B DIVISION,M,2,offpeak,1148,1200,0.95666665
2020-11-01,B DIVISION,M,2,peak,592,616,0.96103895
2020-11-01,B DIVISION,M,1,peak,7566,10387,0.72841054
2020-11-01,B DIVISION,N,2,offpeak,4863,6399,0.7599625
2020-11-01,B DIVISION,N,1,offpeak,11840,16168,0.7323107
2020-11-01,B DIVISION,N,1,peak,6875,10551,0.651597
2020-11-01,B DIVISION,N,2,peak,2463,3211,0.76705074
2020-11-01,B DIVISION,Q,1,offpeak,9334,13116,0.7116499
2020-11-01,B DIVISION,Q,2,offpeak,3648,5043,0.72337896
2020-11-01,B DIVISION,Q,1,peak,5360,7822,0.68524677
2020-11-01,B DIVISION,Q,2,peak,1913,2592,0.73804015
2020-11-01,B DIVISION,R,2,offpeak,5056,6481,0.7801265
