month,division,line,day_type,period,num_timepoints_passing_wait_assessment,num_sched_timepoints,wait assessment
2022-03-01,B DIVISION,N,1,offpeak,12865,18347,0.70120454
2022-03-01,B DIVISION,N,1,peak,7647,12102,0.63187903
2022-03-01,B DIVISION,N,2,peak,1538,2812,0.5469417
2022-03-01,B DIVISION,Q,2,offpeak,3121,4816,0.64804816
2022-03-01,B DIVISION,Q,1,offpeak,10439,15227,0.68555856
2022-03-01,B DIVISION,Q,1,peak,6161,9139,0.6741438
2022-03-01,B DIVISION,Q,2,peak,1699,2510,0.67689246
2022-03-01,B DIVISION,R,1,offpeak,14881,22019,0.6758254
2022-03-01,B DIVISION,R,2,offpeak,4302,6181,0.69600385
2022-03-01,B DIVISION,R,2,peak,2315,3283,0.70514774
2022-03-01,B DIVISION,R,1,peak,9793,15332,0.63872945
2022-03-01,A DIVISION,S 42nd,2,offpeak,593,604,0.9817881
2022-03-01,A DIVISION,S 42nd,1,offpeak,3272,3422,0.95616597
2022-03-01,A DIVISION,S 42nd,1,peak,2230,2323,0.9599656
2022-03-01,A DIVISION,S 42nd,2,peak,363,369,0.98373985
2022-03-01,B DIVISION,S Fkln,1,offpeak,2593,2634,0.9844343
2022-03-01,B DIVISION,S Fkln,2,offpeak,844,867,0.97347176
2022-03-01,B DIVISION,S Fkln,1,peak,1565,1597,0.9799624
2022-03-01,B DIVISION,S Fkln,2,peak,466,471,0.9893843
2022-03-01,B DIVISION,S Rock,1,offpeak,1773,1985,0.89319897
2022-03-01,B DIVISION,S Rock,2,offpeak,290,303,0.9570957
2022-03-01,B DIVISION,S Rock,1,peak,902,979,0.92134833
2022-03-01,B DIVISION,S Rock,2,peak,157,166,0.94578314
2022-03-01,B DIVISION,W,1,offpeak,5691,7649,0.74401885
2022-03-01,B DIVISION,W,1,peak,4462,6548,0.68142945
2022-02-01,A DIVISION,1,1,offpeak,18526,23615,0.7845014
2022-02-01,A DIVISION,1,2,offpeak,4325,5534,0.78153235
2022-02-01,A DIVISION,1,1,peak,11786,15447,0.7629961
2022-02-01,A DIVISION,1,2,peak,2125,2756,0.77104497
2022-02-01,A DIVISION,2,2,offpeak,4497,7095,0.6338266
2022-02-01,A DIVISION,2,1,offpeak,17694,25541,0.6927685
2022-02-01,A DIVISION,2,1,peak,10980,16606,0.6612068
2022-02-01,A DIVISION,2,2,peak,2348,3804,0.617245
2022-02-01,A DIVISION,3,1,offpeak,14982,20603,0.72717565
2022-02-01,A DIVISION,3,2,offpeak,2831,3815,0.7420708
2022-02-01,A DIVISION,3,2,peak,1500,1938,0.7739938
2022-02-01,A DIVISION,3,1,peak,9394,13547,0.69343764
2022-02-01,A DIVISION,4,1,offpeak,19742,28042,0.70401543
2022-02-01,A DIVISION,4,2,offpeak,5603,7802,0.7181492
2022-02-01,A DIVISION,4,1,peak,13868,20699,0.66998404
2022-02-01,A DIVISION,4,2,peak,3135,4267,0.73470825
2022-02-01,A DIVISION,5,1,offpeak,15384,21584,0.7127502
2022-02-01,A DIVISION,5,2,offpeak,1788,2219,0.8057684
2022-02-01,A DIVISION,5,1,peak,11995,17672,0.67875737
2022-02-01,A DIVISION,5,2,peak,990,1197,0.8270677
2022-02-01,A DIVISION,6,1,offpeak,19776,26641,0.74231446
2022-02-01,A DIVISION,6,2,offpeak,4228,5768,0.7330097
2022-02-01,A DIVISION,6,1,peak,12615,18080,0.6977323
2022-02-01,A DIVISION,6,2,peak,2316,3064,0.7558747
2022-02-01,A DIVISION,7,1,offpeak,13814,17666,0.78195405
2022-02-01,A DIVISION,7,2,offpeak,3557,4501,0.79026884
2022-02-01,A DIVISION,7,1,peak,10413,14677,0.7094774
2022-02-01,A DIVISION,7,2,peak,2192,2874,0.7627001
2022-02-01,B DIVISION,A,1,offpeak,11450,18463,0.6201592
2022-02-01,B DIVISION,A,2,offpeak,2923,4999,0.5847169
2022-02-01,B DIVISION,A,1,peak,7989,13814,0.57832634
2022-02-01,B DIVISION,A,2,peak,1464,2612,0.5604901
2022-02-01,B DIVISION,B,1,offpeak,5809,8282,0.70140064
2022-02-01,B DIVISION,B,1,peak,4930,7430,0.66352624
2022-02-01,B DIVISION,C,1,offpeak,6496,10351,0.62757224
2022-02-01,B DIVISION,C,2,offpeak,1810,2984,0.60656834
2022-02-01,B DIVISION,C,1,peak,4118,6945,0.59294456
2022-02-01,B DIVISION,C,2,peak,973,1692,0.5750591
2022-02-01,B DIVISION,D,1,offpeak,8868,13184,0.67263347
2022-02-01,B DIVISION,D,2,offpeak,2752,4027,0.68338716
2022-02-01,B DIVISION,D,1,peak,5513,8566,0.6435909
2022-02-01,B DIVISION,D,2,peak,1337,2079,0.64309764
2022-02-01,B DIVISION,E,2,offpeak,939,1413,0.6645435
2022-02-01,B DIVISION,E,1,offpeak,10190,15482,0.6581837
2022-02-01,B DIVISION,E,1,peak,7257,11285,0.643066
2022-02-01,B DIVISION,E,2,peak,444,714,0.62184876
2022-02-01,B DIVISION,F,1,offpeak,15807,24234,0.6522654
2022-02-01,B DIVISION,F,2,offpeak,2961,4733,0.62560743
2022-02-01,B DIVISION,F,2,peak,1501,2407,0.62359786
2022-02-01,B DIVISION,F,1,peak,8918,13775,0.64740473
2022-02-01,B DIVISION,G,1,offpeak,9093,11203,0.8116576
2022-02-01,B DIVISION,G,2,offpeak,2828,3511,0.8054685
2022-02-01,B DIVISION,G,1,peak,5400,6871,0.7859118
2022-02-01,B DIVISION,G,2,peak,1413,1840,0.7679348
2022-02-01,B DIVISION,JZ,1,offpeak,7987,10362,0.77079713
2022-02-01,B DIVISION,JZ,2,offpeak,1777,2565,0.6927875
2022-02-01,B DIVISION,JZ,1,peak,5484,7447,0.73640394
2022-02-01,B DIVISION,JZ,2,peak,882,1390,0.6345324
2022-02-01,B DIVISION,L,1,offpeak,12746,16115,0.7909401
2022-02-01,B DIVISION,L,2,offpeak,5003,6945,0.72037435
2022-02-01,B DIVISION,L,1,peak,8382,11030,0.75992745
2022-02-01,B DIVISION,L,2,peak,2485,3577,0.6947162
2022-02-01,B DIVISION,M,1,offpeak,8557,11583,0.73875505
2022-02-01,B DIVISION,M,2,offpeak,1376,1764,0.78004533
2022-02-01,B DIVISION,M,1,peak,5555,7598,0.73111343
2022-02-01,B DIVISION,M,2,peak,698,929,0.7513455
2022-02-01,B DIVISION,N,1,offpeak,10582,15131,0.69935894
2022-02-01,B DIVISION,N,2,offpeak,3524,4929,0.71495235
2022-02-01,B DIVISION,N,1,peak,6377,9958,0.6403896
2022-02-01,B DIVISION,N,2,peak,1545,2480,0.6229839
2022-02-01,B DIVISION,Q,1,offpeak,8229,12417,0.66272044
2022-02-01,B DIVISION,Q,2,offpeak,2394,3843,0.6229508
2022-02-01,B DIVISION,Q,1,peak,5007,7500,0.6676
2022-02-01,B DIVISION,Q,2,peak,1175,1971,0.5961441
2022-02-01,B DIVISION,R,1,offpeak,11960,17092,0.69974256
2022-02-01,B DIVISION,R,2,offpeak,3422,4979,0.6872866
2022-02-01,B DIVISION,R,2,peak,1740,2668,0.65217394
2022-02-01,B DIVISION,R,1,peak,7991,11772,0.6788141
2022-02-01,B DIVISION,S Fkln,1,offpeak,2104,2192,0.959854
2022-02-01,B DIVISION,S Fkln,2,offpeak,764,778,0.9820051
2022-02-01,B DIVISION,S Fkln,1,peak,1250,1305,0.9578544
2022-02-01,B DIVISION,S Fkln,2,peak,412,417,0.9880096
2022-02-01,B DIVISION,S Rock,2,offpeak,486,523,0.9292543
2022-02-01,B DIVISION,S Rock,1,offpeak,1496,1643,0.9105295
2022-02-01,B DIVISION,S Rock,1,peak,741,815,0.90920246
2022-02-01,B DIVISION,S Rock,2,peak,261,295,0.8847458
2022-02-01,B DIVISION,W,1,offpeak,5450,7195,0.7574705
2022-02-01,B DIVISION,W,1,peak,3759,5430,0.6922652
2022-01-01,A DIVISION,1,1,offpeak,18254,24286,0.75162643
2022-01-01,A DIVISION,1,2,offpeak,3457,4958,0.697257
2022-01-01,A DIVISION,1,1,peak,11471,15728,0.7293362
2022-01-01,A DIVISION,1,2,peak,1443,2436,0.59236455
2022-01-01,A DIVISION,2,1,offpeak,19435,29089,0.668122
2022-01-01,A DIVISION,2,2,offpeak,2496,5145,0.4851312
2022-01-01,A DIVISION,2,2,peak,1369,2758,0.4963742
2022-01-01,A DIVISION,2,1,peak,12205,18810,0.648857
2022-01-01,A DIVISION,3,1,offpeak,13798,19323,0.71407133
2022-01-01,A DIVISION,3,2,offpeak,2365,3802,0.62204105
2022-01-01,A DIVISION,3,1,peak,8033,11154,0.72019005
2022-01-01,A DIVISION,3,2,peak,1252,1936,0.64669424
2022-01-01,A DIVISION,4,1,offpeak,21777,32308,0.6740436
2022-01-01,A DIVISION,4,2,offpeak,4629,7007,0.6606251
2022-01-01,A DIVISION,4,1,peak,14573,23438,0.62176806
2022-01-01,A DIVISION,4,2,peak,2548,3820,0.66701573
2022-01-01,A DIVISION,5,1,offpeak,16698,24115,0.6924321
2022-01-01,A DIVISION,5,2,offpeak,1471,2102,0.69980973
2022-01-01,A DIVISION,5,1,peak,12513,19839,0.63072735
2022-01-01,A DIVISION,5,2,peak,875,1136,0.7702465
2022-01-01,A DIVISION,6,1,offpeak,19116,27975,0.6833244
2022-01-01,A DIVISION,6,2,offpeak,3146,4692,0.67050296
2022-01-01,A DIVISION,6,1,peak,12125,18253,0.6642744
2022-01-01,A DIVISION,6,2,peak,1538,2478,0.6206618
2022-01-01,A DIVISION,7,1,offpeak,13644,17804,0.76634467
2022-01-01,A DIVISION,7,2,offpeak,2968,4445,0.66771656
2022-01-01,A DIVISION,7,2,peak,1845,2898,0.636646
2022-01-01,A DIVISION,7,1,peak,9828,14167,0.6937249
2022-01-01,B DIVISION,A,1,offpeak,12315,21006,0.5862611
2022-01-01,B DIVISION,A,2,offpeak,2636,5312,0.49623495
2022-01-01,B DIVISION,A,1,peak,7690,15109,0.5089682
2022-01-01,B DIVISION,A,2,peak,1334,2742,0.4865062
2022-01-01,B DIVISION,B,1,offpeak,2615,3935,0.66454893
2022-01-01,B DIVISION,B,1,peak,2291,3515,0.6517781
2022-01-01,B DIVISION,C,1,offpeak,7014,12141,0.5777119
2022-01-01,B DIVISION,C,2,offpeak,1835,3251,0.5644417
2022-01-01,B DIVISION,C,1,peak,4174,7710,0.54137486
2022-01-01,B DIVISION,C,2,peak,982,1828,0.53719914
2022-01-01,B DIVISION,D,1,offpeak,9407,13654,0.6889556
2022-01-01,B DIVISION,D,2,offpeak,2063,3663,0.5631996
2022-01-01,B DIVISION,D,1,peak,5580,8782,0.6353906
2022-01-01,B DIVISION,D,2,peak,1003,1887,0.5315315
2022-01-01,B DIVISION,E,2,offpeak,2168,3171,0.683696
2022-01-01,B DIVISION,E,1,offpeak,11354,17701,0.6414327
2022-01-01,B DIVISION,E,2,peak,1102,1577,0.6987952
2022-01-01,B DIVISION,E,1,peak,8199,12471,0.65744525
2022-01-01,B DIVISION,F,1,offpeak,17235,25563,0.6742166
2022-01-01,B DIVISION,F,2,offpeak,2925,5091,0.5745433
2022-01-01,B DIVISION,F,2,peak,1389,2520,0.5511905
2022-01-01,B DIVISION,F,1,peak,8757,13006,0.6733046
2022-01-01,B DIVISION,G,2,offpeak,2772,3515,0.7886202
2022-01-01,B DIVISION,G,1,offpeak,10268,12469,0.8234822
2022-01-01,B DIVISION,G,2,peak,1441,1797,0.80189204
2022-01-01,B DIVISION,G,1,peak,6071,7595,0.7993417
2022-01-01,B DIVISION,JZ,2,offpeak,1989,3206,0.62039924
2022-01-01,B DIVISION,JZ,1,offpeak,8246,10711,0.7698628
2022-01-01,B DIVISION,JZ,1,peak,5185,6905,0.75090516
2022-01-01,B DIVISION,JZ,2,peak,1052,1780,0.5910112
2022-01-01,B DIVISION,L,1,offpeak,14003,17609,0.79521835
2022-01-01,B DIVISION,L,2,offpeak,3369,4997,0.6742045
2022-01-01,B DIVISION,L,2,peak,1724,2555,0.6747554
2022-01-01,B DIVISION,L,1,peak,9060,12084,0.74975175
2022-01-01,B DIVISION,M,1,offpeak,9046,12059,0.75014514
2022-01-01,B DIVISION,M,2,offpeak,937,1143,0.81977254
2022-01-01,B DIVISION,M,1,peak,5439,7505,0.72471684
2022-01-01,B DIVISION,M,2,peak,511,607,0.84184515
2022-01-01,B DIVISION,N,1,offpeak,12262,16877,0.72655094
2022-01-01,B DIVISION,N,2,offpeak,2370,4778,0.49602345
2022-01-01,B DIVISION,N,1,peak,7055,10919,0.64612144
2022-01-01,B DIVISION,N,2,peak,1063,2463,0.4315875
2022-01-01,B DIVISION,Q,1,offpeak,9254,13927,0.6644647
2022-01-01,B DIVISION,Q,2,offpeak,2062,4098,0.5031723
2022-01-01,B DIVISION,Q,1,peak,5389,8368,0.64400095
2022-01-01,B DIVISION,Q,2,peak,984,2109,0.46657184
2022-01-01,B DIVISION,R,1,offpeak,12073,17645,0.6842165
2022-01-01,B DIVISION,R,2,offpeak,3366,5274,0.63822526
2022-01-01,B DIVISION,R,1,peak,7572,11667,0.64901
2022-01-01,B DIVISION,R,2,peak,1818,2837,0.64081776
2022-01-01,B DIVISION,S Fkln,1,offpeak,2450,2551,0.9604077
2022-01-01,B DIVISION,S Fkln,2,offpeak,625,660,0.9469697
2022-01-01,B DIVISION,S Fkln,1,peak,1412,1493,0.94574684
2022-01-01,B DIVISION,S Fkln,2,peak,344,349,0.98567337
2022-01-01,B DIVISION,S Rock,1,offpeak,1553,1808,0.85896015
2022-01-01,B DIVISION,S Rock,2,offpeak,375,420,0.89285713
2022-01-01,B DIVISION,S Rock,1,peak,771,882,0.8741497
2022-01-01,B DIVISION,S Rock,2,peak,197,225,0.8755556
2022-01-01,B DIVISION,W,1,offpeak,1645,2567,0.64082587
2022-01-01,B DIVISION,W,1,peak,1031,1742,0.59184843
2021-12-01,A DIVISION,1,1,offpeak,17764,25712,0.69088364
2021-12-01,A DIVISION,1,2,offpeak,3189,4983,0.6399759
2021-12-01,A DIVISION,1,1,peak,11074,17017,0.650761
2021-12-01,A DIVISION,1,2,peak,1678,2439,0.68798685
2021-12-01,A DIVISION,2,1,offpeak,17614,27897,0.631394
2021-12-01,A DIVISION,2,2,offpeak,3205,5793,0.55325395
2021-12-01,A DIVISION,2,1,peak,11408,18354,0.6215539
2021-12-01,A DIVISION,2,2,peak,1697,2976,0.5702285
2021-12-01,A DIVISION,3,1,offpeak,13037,20344,0.6408278
2021-12-01,A DIVISION,3,2,offpeak,2871,4508,0.63686776
2021-12-01,A DIVISION,3,1,peak,8672,13785,0.6290896
2021-12-01,A DIVISION,3,2,peak,1514,2258,0.67050487
2021-12-01,A DIVISION,4,2,offpeak,4650,6953,0.6687761
2021-12-01,A DIVISION,4,1,offpeak,19840,31061,0.6387431
2021-12-01,A DIVISION,4,1,peak,13946,22869,0.60982114
2021-12-01,A DIVISION,4,2,peak,2695,3829,0.7038391
2021-12-01,A DIVISION,5,2,offpeak,2026,3120,0.649359
2021-12-01,A DIVISION,5,1,offpeak,15633,23518,0.6647249
2021-12-01,A DIVISION,5,1,peak,12190,19637,0.62076694
2021-12-01,A DIVISION,5,2,peak,1127,1667,0.6760648
2021-12-01,A DIVISION,6,1,offpeak,20375,29774,0.6843219
2021-12-01,A DIVISION,6,2,offpeak,3111,4547,0.68418735
2021-12-01,A DIVISION,6,2,peak,1632,2391,0.6825596
2021-12-01,A DIVISION,6,1,peak,13266,19974,0.6641634
2021-12-01,A DIVISION,7,2,offpeak,2742,3856,0.71109957
2021-12-01,A DIVISION,7,1,offpeak,13444,19524,0.6885884
2021-12-01,A DIVISION,7,2,peak,1808,2561,0.7059742
2021-12-01,A DIVISION,7,1,peak,10911,16035,0.680449
2021-12-01,B DIVISION,A,1,offpeak,11418,20488,0.5573018
2021-12-01,B DIVISION,A,2,offpeak,2351,4672,0.5032106
2021-12-01,B DIVISION,A,1,peak,7692,14346,0.53617734
2021-12-01,B DIVISION,A,2,peak,1282,2427,0.5282242
2021-12-01,B DIVISION,B,1,offpeak,4633,8631,0.536786
2021-12-01,B DIVISION,B,1,peak,4067,7780,0.5227506
2021-12-01,B DIVISION,C,1,offpeak,5973,12315,0.48501828
2021-12-01,B DIVISION,C,2,offpeak,1560,2882,0.54129076
2021-12-01,B DIVISION,C,1,peak,3743,7715,0.48515877
2021-12-01,B DIVISION,C,2,peak,904,1626,0.55596554
2021-12-01,B DIVISION,D,1,offpeak,6939,13200,0.5256818
2021-12-01,B DIVISION,D,2,offpeak,1708,2933,0.5823389
2021-12-01,B DIVISION,D,1,peak,4227,8502,0.49717712
2021-12-01,B DIVISION,D,2,peak,869,1518,0.57246375
2021-12-01,B DIVISION,E,2,offpeak,1159,1815,0.6385675
2021-12-01,B DIVISION,E,1,offpeak,11141,17839,0.6245305
2021-12-01,B DIVISION,E,2,peak,599,910,0.65824175
2021-12-01,B DIVISION,E,1,peak,7870,12538,0.6276918
2021-12-01,B DIVISION,F,1,offpeak,15128,28735,0.526466
2021-12-01,B DIVISION,F,2,offpeak,2425,3924,0.61799186
2021-12-01,B DIVISION,F,2,peak,1212,1962,0.617737
2021-12-01,B DIVISION,F,1,peak,10386,18761,0.55359524
2021-12-01,B DIVISION,G,2,offpeak,1386,1561,0.88789237
2021-12-01,B DIVISION,G,1,offpeak,8092,11401,0.7097623
2021-12-01,B DIVISION,G,2,peak,682,786,0.8676845
2021-12-01,B DIVISION,G,1,peak,5183,7496,0.69143546
2021-12-01,B DIVISION,JZ,2,offpeak,2031,2867,0.708406
2021-12-01,B DIVISION,JZ,1,offpeak,8459,11342,0.745812
2021-12-01,B DIVISION,JZ,2,peak,1056,1547,0.6826115
2021-12-01,B DIVISION,JZ,1,peak,5513,7798,0.7069762
2021-12-01,B DIVISION,L,1,offpeak,17541,25391,0.69083536
2021-12-01,B DIVISION,L,2,offpeak,4224,6070,0.69588137
2021-12-01,B DIVISION,L,1,peak,9957,15259,0.65253294
2021-12-01,B DIVISION,L,2,peak,2143,3105,0.69017714
2021-12-01,B DIVISION,M,2,offpeak,976,1390,0.7021583
2021-12-01,B DIVISION,M,1,offpeak,9148,13933,0.65657073
2021-12-01,B DIVISION,M,1,peak,6344,10293,0.6163412
2021-12-01,B DIVISION,M,2,peak,560,738,0.7588076
2021-12-01,B DIVISION,N,1,offpeak,9715,16682,0.5823642
2021-12-01,B DIVISION,N,2,offpeak,1981,4183,0.47358355
2021-12-01,B DIVISION,N,1,peak,6430,11055,0.58163726
2021-12-01,B DIVISION,N,2,peak,972,2118,0.45892352
2021-12-01,B DIVISION,Q,1,offpeak,6728,13753,0.48920235
2021-12-01,B DIVISION,Q,2,offpeak,1898,3224,0.58870965
2021-12-01,B DIVISION,Q,2,peak,1008,1683,0.5989305
2021-12-01,B DIVISION,Q,1,peak,3935,8324,0.47272944
2021-12-01,B DIVISION,R,2,offpeak,2597,4349,0.5971488
2021-12-01,B DIVISION,R,1,offpeak,12024,20086,0.5986259
2021-12-01,B DIVISION,R,1,peak,8196,14040,0.5837607
2021-12-01,B DIVISION,R,2,peak,1366,2282,0.5985977
2021-12-01,A DIVISION,S 42nd,1,offpeak,2928,3019,0.9698576
2021-12-01,A DIVISION,S 42nd,2,offpeak,625,637,0.9811617
2021-12-01,A DIVISION,S 42nd,1,peak,2019,2121,0.9519095
2021-12-01,A DIVISION,S 42nd,2,peak,359,372,0.96505374
2021-12-01,B DIVISION,S Fkln,1,offpeak,2366,2506,0.94413406
2021-12-01,B DIVISION,S Fkln,2,offpeak,656,661,0.9924357
2021-12-01,B DIVISION,S Fkln,1,peak,1438,1473,0.97623897
2021-12-01,B DIVISION,S Fkln,2,peak,362,366,0.989071
2021-12-01,B DIVISION,S Rock,1,offpeak,1608,1811,0.8879072
2021-12-01,B DIVISION,S Rock,2,offpeak,419,447,0.93736017
2021-12-01,B DIVISION,S Rock,1,peak,763,884,0.86312217
2021-12-01,B DIVISION,S Rock,2,peak,227,242,0.93801653
2021-12-01,B DIVISION,W,1,offpeak,5010,8091,0.61920655
2021-12-01,B DIVISION,W,1,peak,3330,5445,0.61157024
2021-11-01,A DIVISION,1,1,offpeak,20481,26048,0.7862792
2021-11-01,A DIVISION,1,2,offpeak,4189,4969,0.84302676
2021-11-01,A DIVISION,1,1,peak,12330,16987,0.72584915
2021-11-01,A DIVISION,1,2,peak,2124,2442,0.8697789
2021-11-01,A DIVISION,2,1,offpeak,19992,28343,0.70535934
2021-11-01,A DIVISION,2,2,offpeak,4649,6871,0.67661184
2021-11-01,A DIVISION,2,1,peak,12412,18354,0.6762559
2021-11-01,A DIVISION,2,2,peak,2571,3690,0.69674796
2021-11-01,A DIVISION,3,1,offpeak,16577,22794,0.7272528
2021-11-01,A DIVISION,3,2,offpeak,3737,4567,0.81826144
2021-11-01,A DIVISION,3,1,peak,10634,14973,0.7102117
2021-11-01,A DIVISION,3,2,peak,1964,2296,0.8554007
2021-11-01,A DIVISION,4,1,offpeak,22272,31062,0.7170176
2021-11-01,A DIVISION,4,2,offpeak,5325,7255,0.73397654
2021-11-01,A DIVISION,4,2,peak,2966,3992,0.74298596
2021-11-01,A DIVISION,4,1,peak,15511,22892,0.67757297
2021-11-01,A DIVISION,5,1,offpeak,16498,23558,0.7003141
2021-11-01,A DIVISION,5,2,offpeak,1101,1351,0.8149519
2021-11-01,A DIVISION,5,1,peak,12697,19305,0.65770525
2021-11-01,A DIVISION,5,2,peak,579,663,0.8733032
2021-11-01,A DIVISION,6,1,offpeak,22453,29701,0.7559678
2021-11-01,A DIVISION,6,2,offpeak,3904,4936,0.79092383
2021-11-01,A DIVISION,6,1,peak,14819,19958,0.74250925
2021-11-01,A DIVISION,6,2,peak,2053,2633,0.77971894
2021-11-01,A DIVISION,7,1,offpeak,14887,19247,0.7734712
2021-11-01,A DIVISION,7,2,offpeak,2141,2628,0.81468797
2021-11-01,A DIVISION,7,2,peak,1276,1562,0.8169014
2021-11-01,A DIVISION,7,1,peak,11473,15841,0.72425985
2021-11-01,B DIVISION,A,2,offpeak,2848,4601,0.61899585
2021-11-01,B DIVISION,A,1,offpeak,12041,20972,0.5741465
2021-11-01,B DIVISION,A,1,peak,8419,14842,0.5672416
2021-11-01,B DIVISION,A,2,peak,1431,2409,0.5940224
2021-11-01,B DIVISION,B,1,offpeak,5169,9000,0.5743333
2021-11-01,B DIVISION,B,1,peak,4600,8193,0.5614549
2021-11-01,B DIVISION,C,1,offpeak,6539,12291,0.5320153
2021-11-01,B DIVISION,C,2,offpeak,1615,2888,0.55921054
2021-11-01,B DIVISION,C,1,peak,4195,7724,0.5431124
2021-11-01,B DIVISION,C,2,peak,892,1626,0.5485855
2021-11-01,B DIVISION,D,1,offpeak,7353,13180,0.5578908
2021-11-01,B DIVISION,D,2,offpeak,1751,3018,0.58018553
2021-11-01,B DIVISION,D,1,peak,4577,8507,0.5380275
2021-11-01,B DIVISION,D,2,peak,865,1536,0.56315106
2021-11-01,B DIVISION,E,2,offpeak,1892,2741,0.69025904
2021-11-01,B DIVISION,E,1,offpeak,12120,17978,0.6741573
2021-11-01,B DIVISION,E,2,peak,930,1351,0.688379
2021-11-01,B DIVISION,E,1,peak,8049,12570,0.6403341
2021-11-01,B DIVISION,F,1,offpeak,17957,29546,0.6077642
2021-11-01,B DIVISION,F,2,offpeak,2935,3981,0.73725194
2021-11-01,B DIVISION,F,2,peak,1491,1992,0.74849397
2021-11-01,B DIVISION,F,1,peak,12030,20137,0.59740776
2021-11-01,B DIVISION,G,2,offpeak,1983,2380,0.8331933
2021-11-01,B DIVISION,G,1,offpeak,9392,11893,0.78970826
2021-11-01,B DIVISION,G,2,peak,1081,1239,0.8724778
2021-11-01,B DIVISION,G,1,peak,5566,7556,0.7366331
2021-11-01,B DIVISION,JZ,2,offpeak,1892,2514,0.75258553
2021-11-01,B DIVISION,JZ,1,offpeak,9271,11468,0.80842346
2021-11-01,B DIVISION,JZ,1,peak,6067,8212,0.7387969
2021-11-01,B DIVISION,JZ,2,peak,1019,1367,0.74542797
2021-11-01,B DIVISION,L,2,offpeak,5257,6734,0.7806653
2021-11-01,B DIVISION,L,1,offpeak,18726,25391,0.73750544
2021-11-01,B DIVISION,L,2,peak,2737,3453,0.7926441
2021-11-01,B DIVISION,L,1,peak,10875,15277,0.7118544
2021-11-01,B DIVISION,M,1,offpeak,10028,14401,0.69634056
2021-11-01,B DIVISION,M,2,offpeak,967,1175,0.82297873
2021-11-01,B DIVISION,M,1,peak,7038,11006,0.6394694
2021-11-01,B DIVISION,M,2,peak,495,627,0.7894737
2021-11-01,B DIVISION,N,2,offpeak,2257,4122,0.5475497
2021-11-01,B DIVISION,N,1,offpeak,11235,16873,0.6658567
2021-11-01,B DIVISION,N,1,peak,6728,11054,0.6086485
2021-11-01,B DIVISION,N,2,peak,1091,2122,0.5141376
2021-11-01,B DIVISION,Q,1,offpeak,7449,13736,0.5422976
2021-11-01,B DIVISION,Q,2,offpeak,2287,3452,0.6625145
2021-11-01,B DIVISION,Q,1,peak,4370,8247,0.52988964
2021-11-01,B DIVISION,Q,2,peak,1205,1817,0.66318107
2021-11-01,B DIVISION,R,1,offpeak,12827,20147,0.6366705
2021-11-01,B DIVISION,R,2,offpeak,2856,4440,0.64324325
2021-11-01,B DIVISION,R,2,peak,1648,2346,0.70247227
2021-11-01,B DIVISION,R,1,peak,8610,13990,0.6154396
2021-11-01,A DIVISION,S 42nd,1,offpeak,2986,3050,0.9790164
2021-11-01,A DIVISION,S 42nd,2,offpeak,559,629,0.8887122
2021-11-01,A DIVISION,S 42nd,2,peak,334,372,0.89784944
2021-11-01,A DIVISION,S 42nd,1,peak,2084,2121,0.9825554
2021-11-01,B DIVISION,S Fkln,1,offpeak,2524,2579,0.9786739
2021-11-01,B DIVISION,S Fkln,2,offpeak,669,671,0.99701935
2021-11-01,B DIVISION,S Fkln,1,peak,1470,1476,0.99593496
2021-11-01,B DIVISION,S Fkln,2,peak,359,365,0.98356164
2021-11-01,B DIVISION,S Rock,1,offpeak,1455,1634,0.89045286
2021-11-01,B DIVISION,S Rock,2,offpeak,416,447,0.93064874
2021-11-01,B DIVISION,S Rock,1,peak,785,873,0.8991982
2021-11-01,B DIVISION,S Rock,2,peak,228,245,0.93061227
2021-11-01,B DIVISION,W,1,offpeak,6665,8673,0.7684769
2021-11-01,B DIVISION,W,1,peak,3889,5771,0.67388666
2021-10-01,A DIVISION,1,1,offpeak,19056,26156,0.72855175
2021-10-01,A DIVISION,1,2,offpeak,6195,8284,0.7478271
2021-10-01,A DIVISION,1,1,peak,11417,16989,0.67202306
2021-10-01,A DIVISION,1,2,peak,3153,4069,0.7748833
2021-10-01,A DIVISION,2,2,offpeak,6285,9959,0.6310875
2021-10-01,A DIVISION,2,1,offpeak,19245,28338,0.67912346
2021-10-01,A DIVISION,2,1,peak,11924,18354,0.6496676
2021-10-01,A DIVISION,2,2,peak,3380,5251,0.6436869
2021-10-01,A DIVISION,3,1,offpeak,14655,22791,0.643017
2021-10-01,A DIVISION,3,2,offpeak,5958,7703,0.77346486
2021-10-01,A DIVISION,3,1,peak,9602,14973,0.6412876
2021-10-01,A DIVISION,3,2,peak,3171,3867,0.8200155
2021-10-01,A DIVISION,4,2,offpeak,7621,10344,0.7367556
2021-10-01,A DIVISION,4,1,offpeak,21403,31106,0.6880666
2021-10-01,A DIVISION,4,1,peak,15045,22890,0.65727395
2021-10-01,A DIVISION,4,2,peak,4117,5681,0.72469634
2021-10-01,A DIVISION,5,1,offpeak,16086,23640,0.6804569
2021-10-01,A DIVISION,5,2,offpeak,2923,3591,0.8139794
2021-10-01,A DIVISION,5,2,peak,1592,1898,0.83877766
2021-10-01,A DIVISION,5,1,peak,12301,19324,0.6365659
2021-10-01,A DIVISION,6,1,offpeak,21013,29033,0.72376263
